Image,Image Caption(s),Generated_Image_Path
20981.jpeg,"['a man riding a skateboard down the side of a ramp .', 'a man riding a skateboard down a ramp .', 'a group of people riding skis on a snowy surface']",images\20981.jpeg
2100.jpeg,"['a woman holding a teddy bear in front of a mirror .', 'a woman holding a teddy bear in a store .', 'a person holding a stuffed animal in front of a mirror .']",images\2100.jpeg
2102.jpeg,"['a group of people riding on the backs of elephants .', 'a group of people riding on top of elephants .', 'a group of people riding elephants down a street .']",images\2102.jpeg
2104.jpeg,"['a small boat in a body of water', 'a boat is sitting in the middle of the water .', 'a small boat in a body of water with trees in the background']",images\2104.jpeg
2110.jpeg,"['a herd of sheep standing on top of a lush green field .', 'a herd of sheep grazing on a lush green field .', 'a herd of sheep standing on top of a grass covered field .']",images\2110.jpeg
21142.jpeg,"['a picture of a person holding a clock .', 'a picture of a person holding a book .', 'a picture of a person holding a clock']",images\21142.jpeg
21145.jpeg,"['a couple of giraffe standing next to each other .', 'a couple of birds sitting on top of a wooden bench .', 'a couple of giraffe standing next to each other on a field .']",images\21145.jpeg
2115.jpeg,"['a man riding a skateboard up the side of a ramp .', 'a man riding a skateboard down the side of a ramp .', 'a man riding a skateboard down a ramp .']",images\2115.jpeg
21154.jpeg,"['a group of people playing a game of frisbee .', 'a group of men playing a game of frisbee .', 'a group of people playing frisbee in a field .']",images\21154.jpeg
21162.jpeg,"['a group of people sitting on a bench .', 'a group of people sitting on top of a couch .', 'a group of people sitting on top of a bench .']",images\21162.jpeg
21165.jpeg,"['a black bear standing on top of a grass covered field .', 'a black bear standing on top of a lush green field .', 'a black bear standing on top of a lush green forest .']",images\21165.jpeg
21189.jpeg,"['a man riding a paddle board on top of a body of water .', 'a man on a boat in the water .', 'a man riding a paddle board on top of a lake .']",images\21189.jpeg
21193.jpeg,"['a man sitting on a bench next to a boat .', 'a man sitting on a bench next to a dog .', 'a dog is sitting on a boat in the water .']",images\21193.jpeg
2121.jpeg,"['a man standing in a room with a laptop .', 'a man standing in a room with a guitar .', 'a man standing in front of a tv holding a guitar .']",images\2121.jpeg
21240.jpeg,"['a cat sitting on a window sill looking out a window .', 'a cat sitting on a window sill looking out the window .', 'a dog sitting on a window sill looking out a window .']",images\21240.jpeg
21254.jpeg,"['a bunch of different types of food on a beach .', 'a bunch of different types of food on the ground .', 'a bunch of different types of food sitting on a beach .']",images\21254.jpeg
21271.jpeg,"['a black and white photo of a man and a dog', 'a black and white photo of a woman sitting on a bed .', 'a black and white photo of a man sitting on a couch']",images\21271.jpeg
21348.jpeg,"['a group of people sitting on top of a sandy beach .', 'a group of people sitting on top of a beach .', 'a group of people sitting on top of a wooden bench .']",images\21348.jpeg
21354.jpeg,"['a man riding a skateboard down a street .', 'a person riding a skate board on a street', 'a person riding a skate board down a street']",images\21354.jpeg
21359.jpeg,"['a man and a dog on a boat in the water .', 'a man and a dog on a boat in a river .', 'a man and a dog on a boat in the water']",images\21359.jpeg
2137.jpeg,"['a black and white photo of a stuffed animal', 'a black and white photo of a teddy bear sitting on a rock .', 'a black and white photo of a stuffed animal on a rock .']",images\2137.jpeg
21402.jpeg,"['a group of people standing around a large elephant .', 'a group of people standing next to an elephant .', 'a group of people standing next to a large elephant .']",images\21402.jpeg
2141.jpeg,"['a group of people riding on the backs of elephants .', 'a group of people riding on top of elephants .', 'a group of people riding on the backs of elephants']",images\2141.jpeg
2142.jpeg,"['a large bear sitting on top of a tree .', 'a large bear sitting on top of a pile of rocks .', 'a large bear sitting on top of a tree branch .']",images\2142.jpeg
21438.jpeg,"['a cat sitting on the hood of a car .', 'a cat sitting in the back of a car .', 'a cat sitting on the hood of a car']",images\21438.jpeg
2144.jpeg,"[""a picture of a sign that says `` <UNK> '' ."", ""a sign that reads `` <UNK> <UNK> '' on the side of a building ."", ""a picture of a sign that says `` <UNK> ''""]",images\2144.jpeg
2147.jpeg,"['a group of people riding skis down a snow covered slope .', 'a group of people standing on top of a snow covered slope .', 'a group of people riding skis on top of a snow covered slope .']",images\2147.jpeg
21473.jpeg,"['a black and white photo of a horse in a field .', 'a black and white photo of a horse in a field', 'a black and white photo of a man in a field']",images\21473.jpeg
2148.jpeg,"['a group of people standing on top of a building .', 'a group of people standing on top of a white building .', 'a group of people standing on top of a large building .']",images\2148.jpeg
21488.jpeg,"['a group of people standing on top of a tennis court .', 'a group of people standing on top of a stage .', 'a group of people standing on top of a snow covered slope .']",images\21488.jpeg
2149.jpeg,"['a wooden bench sitting in the middle of a field .', 'a wooden bench sitting in the middle of a lush green field .', 'a wooden bench sitting in the middle of a park .']",images\2149.jpeg
2150.jpeg,"['a group of birds standing on top of a sandy beach .', 'a group of birds sitting on top of a sandy beach .', 'a flock of birds sitting on top of a sandy beach .']",images\2150.jpeg
2151.jpeg,"['a room with a table and chairs and a table', 'a room with a table and chairs and a clock', 'a room with a table , chairs , and a clock .']",images\2151.jpeg
21535.jpeg,"['a group of people standing around a herd of sheep .', 'a group of people standing next to a herd of sheep .', 'a group of people standing around a herd of animals .']",images\21535.jpeg
2155.jpeg,"['a close up of a stuffed animal in a field', 'a close up of a stuffed animal on a field', 'a close up of a stuffed animal laying on a field']",images\2155.jpeg
2157.jpeg,"['a bird flying over a body of water .', 'a bird is perched on the edge of a body of water .', 'a bird flying over a body of water with a boat in the background .']",images\2157.jpeg
2159.jpeg,"['a statue of a man and a dog on a bench .', 'a statue of a man and a dog on a boat .', 'a statue of a man and a dog sitting on a bench .']",images\2159.jpeg
216.jpeg,"['a man riding a horse down a dirt road .', 'a man riding a horse down a street next to a dog .', 'a man riding a horse down a road next to a dog .']",images\216.jpeg
21613.jpeg,"['a group of giraffes standing around a tree .', 'a group of giraffes are standing in a field .', 'a group of giraffes are standing in a field']",images\21613.jpeg
21658.jpeg,"['a person holding an umbrella on a city street', 'a person holding an umbrella in the rain .', 'a person holding an umbrella in the rain']",images\21658.jpeg
21659.jpeg,"['a car with a surfboard strapped to the back .', 'a car with a surfboard strapped to the back of it .', 'a car with a surfboard strapped to the back']",images\21659.jpeg
21660.jpeg,"['a building with a snow covered mountain in the background .', 'a building with a snow covered mountain side .', 'a building with a snow covered mountain in the background']",images\21660.jpeg
21674.jpeg,"['a black bear sitting in a tree filled forest .', 'a black bear sitting in a tree in a forest .', 'a black bear sitting on a tree branch']",images\21674.jpeg
2168.jpeg,"['a group of people sitting on a bench in a park .', 'a group of people sitting on a bench in front of a building .', 'a group of people sitting on a bench in front of a house .']",images\2168.jpeg
21684.jpeg,"['a man standing next to a woman on a beach .', 'a man standing next to a man on a motorcycle .', 'a man standing next to a woman on a boat .']",images\21684.jpeg
2170.jpeg,"['a bunch of bananas hanging from a ceiling .', 'a bunch of bananas hanging from the ceiling .', 'a bunch of bananas hanging from a tree .']",images\2170.jpeg
21714.jpeg,"['a group of people standing around a bus .', 'a group of people standing on top of a bus .', 'a group of people standing on top of a blue bus .']",images\21714.jpeg
2176.jpeg,"['a group of elephants standing next to each other .', 'a group of elephants standing next to a body of water .', 'a group of elephants standing next to a river .']",images\2176.jpeg
2178.jpeg,"['a polar bear in the back of a truck', 'a polar bear in the back of a truck .', 'a polar bear with a toy in its mouth .']",images\2178.jpeg
21792.jpeg,"['a man riding a skateboard down a street .', 'a person riding a skate board on a city street', 'a person riding a skate board on a street']",images\21792.jpeg
